Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PSP,2007.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PS,1999.0,Fighting,0.01,0.01,0.0,0.0,0.02
DS,2006.0,Puzzle,0.0,0.0,0.02,0.0,0.02
X,2005.0,Adventure,0.02,0.0,0.0,0.0,0.02
PS2,2002.0,Sports,0.01,0.01,0.0,0.0,0.02
PS2,2007.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2007.0,Misc,0.02,0.0,0.0,0.0,0.02
PSV,2016.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PS3,2013.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
SNES,1996.0,Puzzle,0.0,0.0,0.02,0.0,0.02
PC,2014.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2007.0,Racing,0.0,0.02,0.0,0.0,0.02
PC,2012.0,Racing,0.0,0.02,0.0,0.0,0.02
PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,0.02
X360,2011.0,Action,0.02,0.0,0.0,0.0,0.02
DS,2009.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Shooter,0.0,0.0,0.02,0.0,0.02
PS3,2014.0,Simulation,0.0,0.0,0.02,0.0,0.02
PC,2016.0,Simulation,0.0,0.02,0.0,0.0,0.02
PS3,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Puzzle,0.01,0.01,0.0,0.0,0.02
GC,2003.0,Misc,0.02,0.0,0.0,0.0,0.02
PSP,2009.0,Action,0.0,0.0,0.02,0.0,0.02
SAT,1996.0,Shooter,0.0,0.0,0.02,0.0,0.02
Wii,2009.0,Shooter,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Adventure,0.0,0.02,0.0,0.0,0.02
PSV,2016.0,Action,0.0,0.0,0.02,0.0,0.02
PSV,2016.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2006.0,Misc,0.0,0.0,0.02,0.0,0.02
DS,2010.0,Simulation,0.02,0.0,0.0,0.0,0.02
DS,2011.0,Misc,0.0,0.0,0.02,0.0,0.02
PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2009.0,Racing,0.0,0.02,0.0,0.0,0.02
GC,2004.0,Shooter,0.02,0.0,0.0,0.0,0.02
PC,2012.0,Misc,0.0,0.02,0.0,0.0,0.02
PS3,2010.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2010.0,Shooter,0.0,0.02,0.0,0.0,0.02
X,2004.0,Action,0.02,0.0,0.0,0.0,0.02
DS,2006.0,Simulation,0.02,0.0,0.0,0.0,0.02
DS,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2002.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2006.0,Shooter,0.0,0.02,0.0,0.0,0.02
PS2,2007.0,Misc,0.0,0.0,0.02,0.0,0.02
Wii,2010.0,Sports,0.02,0.0,0.0,0.0,0.02
DS,2010.0,Adventure,0.02,0.0,0.0,0.0,0.02
Wii,2009.0,Puzzle,0.02,0.0,0.0,0.0,0.02
DS,2008.0,Platform,0.02,0.0,0.0,0.0,0.02
PS,1997.0,Sports,0.01,0.01,0.0,0.0,0.02
Wii,2007.0,Sports,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PC,2001.0,Strategy,0.0,0.02,0.0,0.0,0.02
PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2009.0,Strategy,0.0,0.0,0.02,0.0,0.02
PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
X,2005.0,Fighting,0.02,0.0,0.0,0.0,0.02
PC,2016.0,Action,0.01,0.01,0.0,0.0,0.02
PC,2008.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
PSP,2012.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Sports,0.0,0.0,0.02,0.0,0.02
PS2,2004.0,Adventure,0.01,0.01,0.0,0.0,0.02
PS3,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
3DS,2012.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PC,2010.0,Adventure,0.0,0.02,0.0,0.0,0.02
GC,2004.0,Action,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Racing,0.0,0.02,0.0,0.0,0.02
DS,2009.0,Strategy,0.02,0.0,0.0,0.0,0.02
PSP,2012.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2010.0,Puzzle,0.02,0.0,0.0,0.0,0.02
PSP,2007.0,Puzzle,0.0,0.0,0.02,0.0,0.02
DS,2009.0,Simulation,0.02,0.0,0.0,0.0,0.02
DS,2008.0,Adventure,0.02,0.0,0.0,0.0,0.02
PS3,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Action,0.0,0.0,0.02,0.0,0.02
3DS,2011.0,Shooter,0.02,0.0,0.0,0.0,0.02
PS3,2014.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2011.0,Role-Playing,0.02,0.0,0.0,0.0,0.02
PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Misc,0.0,0.0,0.02,0.0,0.02
X,2003.0,Racing,0.02,0.0,0.0,0.0,0.02
PS,2000.0,Shooter,0.01,0.01,0.0,0.0,0.02
Wii,2009.0,Strategy,0.02,0.0,0.0,0.0,0.02
3DS,2010.0,Sports,0.0,0.0,0.02,0.0,0.02
PSV,2014.0,Action,0.0,0.02,0.0,0.0,0.02
PC,2008.0,Adventure,0.0,0.02,0.0,0.0,0.02
PSP,2006.0,Strategy,0.0,0.0,0.02,0.0,0.02
DS,2010.0,Platform,0.02,0.0,0.0,0.0,0.02
DS,2007.0,Action,0.02,0.0,0.0,0.0,0.02
PC,2011.0,Simulation,0.0,0.02,0.0,0.0,0.02
PC,2005.0,Adventure,0.0,0.02,0.0,0.0,0.02
PC,2015.0,Action,0.0,0.02,0.0,0.0,0.02
GC,2004.0,Shooter,0.02,0.0,0.0,0.0,0.02
PC,2007.0,Strategy,0.0,0.02,0.0,0.0,0.02
PC,2015.0,Misc,0.0,0.02,0.0,0.0,0.02
DS,2007.0,Action,0.0,0.0,0.02,0.0,0.02
SAT,1994.0,Sports,0.0,0.0,0.02,0.0,0.02
SNES,1994.0,Fighting,0.0,0.0,0.02,0.0,0.02
DS,2011.0,Shooter,0.02,0.0,0.0,0.0,0.02
Wii,2007.0,Sports,0.02,0.0,0.0,0.0,0.02
PC,2005.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2008.0,Sports,0.0,0.02,0.0,0.0,0.02
X,2003.0,Racing,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Strategy,0.02,0.0,0.0,0.0,0.02
3DS,2015.0,Strategy,0.0,0.0,0.02,0.0,0.02
PSP,2009.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2006.0,Strategy,0.01,0.01,0.0,0.0,0.02
PC,2006.0,Strategy,0.01,0.01,0.0,0.0,0.02
PS3,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2002.0,Racing,0.01,0.01,0.0,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2011.0,Adventure,0.0,0.02,0.0,0.0,0.02
PSP,2008.0,Simulation,0.0,0.0,0.02,0.0,0.02
GC,2003.0,Racing,0.02,0.0,0.0,0.0,0.02
PC,2001.0,Shooter,0.0,0.02,0.0,0.0,0.02
PS2,2006.0,Misc,0.01,0.01,0.0,0.0,0.02
PC,2005.0,Simulation,0.01,0.01,0.0,0.0,0.02
DS,2009.0,Misc,0.0,0.02,0.0,0.0,0.02
GBA,2004.0,Shooter,0.02,0.01,0.0,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
WiiU,2013.0,Shooter,0.0,0.02,0.0,0.0,0.02
Wii,2007.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Adventure,0.0,0.02,0.0,0.0,0.02
DS,2005.0,Sports,0.02,0.0,0.0,0.0,0.02
DS,2008.0,Misc,0.0,0.0,0.02,0.0,0.02
PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS3,2015.0,Misc,0.0,0.0,0.02,0.0,0.02
X,2004.0,Puzzle,0.02,0.0,0.0,0.0,0.02
X360,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,0.02
SAT,1996.0,Misc,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,1998.0,Strategy,0.0,0.02,0.0,0.0,0.02
X360,2015.0,Adventure,0.02,0.0,0.0,0.0,0.02
PSP,2007.0,Racing,0.02,0.0,0.0,0.0,0.02
PS2,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2009.0,Strategy,0.0,0.01,0.0,0.0,0.02
3DS,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS3,2014.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
GC,2002.0,Platform,0.02,0.0,0.0,0.0,0.02
PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2002.0,Racing,0.01,0.01,0.0,0.0,0.02
PC,2005.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
DS,2006.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Strategy,0.0,0.02,0.0,0.0,0.02
PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
PS,1996.0,Adventure,0.01,0.01,0.0,0.0,0.02
X360,2012.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2002.0,Strategy,0.0,0.02,0.0,0.0,0.02
DS,2007.0,Misc,0.0,0.0,0.02,0.0,0.02
DS,2010.0,Strategy,0.02,0.0,0.0,0.0,0.02
PS2,2007.0,Racing,0.01,0.01,0.0,0.0,0.02
PS3,2013.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
X,2006.0,Fighting,0.02,0.0,0.0,0.0,0.02
PC,2007.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
PS,1995.0,Adventure,0.01,0.01,0.0,0.0,0.02
DS,2007.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2012.0,Action,0.0,0.02,0.0,0.0,0.02
PC,2011.0,Racing,0.0,0.02,0.0,0.0,0.02
PC,2014.0,Action,0.0,0.02,0.0,0.0,0.02
DS,2009.0,Action,0.02,0.0,0.0,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
Wii,2006.0,Misc,0.02,0.0,0.0,0.0,0.02
GBA,2003.0,Sports,0.01,0.01,0.0,0.0,0.02
PS2,2002.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2009.0,Action,0.0,0.02,0.0,0.0,0.02
X360,2011.0,Action,0.0,0.0,0.02,0.0,0.02
GBA,2005.0,Misc,0.01,0.01,0.0,0.0,0.02
DS,2010.0,Simulation,0.0,0.0,0.02,0.0,0.02
PC,2007.0,Platform,0.02,0.0,0.0,0.0,0.02
PSP,2011.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Shooter,0.02,0.0,0.0,0.0,0.02
PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2004.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
Wii,2008.0,Fighting,0.0,0.0,0.02,0.0,0.02
PS3,2012.0,Shooter,0.0,0.0,0.02,0.0,0.02
DS,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
GBA,2005.0,Role-Playing,0.01,0.01,0.0,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2016.0,Action,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Fighting,0.0,0.0,0.02,0.0,0.02
PS3,2012.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2016.0,Action,0.0,0.0,0.02,0.0,0.02
SAT,1998.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Action,0.0,0.02,0.0,0.0,0.02
PS3,2012.0,Action,0.0,0.0,0.02,0.0,0.02
GBA,2002.0,Sports,0.01,0.01,0.0,0.0,0.02
DS,2007.0,Shooter,0.02,0.0,0.0,0.0,0.02
PSP,2005.0,Platform,0.02,0.0,0.0,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Adventure,0.02,0.0,0.0,0.0,0.02
PC,2011.0,Simulation,0.0,0.02,0.0,0.0,0.02
X,2004.0,Action,0.02,0.0,0.0,0.0,0.02
PSP,2011.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2011.0,Puzzle,0.0,0.02,0.0,0.0,0.02
Wii,2008.0,Fighting,0.0,0.0,0.02,0.0,0.02
PC,2012.0,Strategy,0.0,0.02,0.0,0.0,0.02
XOne,2016.0,Action,0.02,0.0,0.0,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Sports,0.02,0.0,0.0,0.0,0.02
PSP,2008.0,Misc,0.0,0.0,0.02,0.0,0.02
GBA,2001.0,Platform,0.01,0.01,0.0,0.0,0.02
X360,2011.0,Sports,0.0,0.02,0.0,0.0,0.02
PC,2008.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
GBA,2002.0,Racing,0.01,0.01,0.0,0.0,0.02
X,2005.0,Shooter,0.02,0.0,0.0,0.0,0.02
DS,2010.0,Racing,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Strategy,0.0,0.02,0.0,0.0,0.02
DS,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS,2001.0,Simulation,0.0,0.0,0.02,0.0,0.02
PSP,2012.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
3DS,2016.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
Wii,2009.0,Racing,0.0,0.02,0.0,0.0,0.02
N64,2000.0,Puzzle,0.02,0.0,0.0,0.0,0.02
PC,2016.0,Adventure,0.0,0.02,0.0,0.0,0.02
DS,2010.0,Simulation,0.0,0.0,0.02,0.0,0.02
N64,1999.0,Sports,0.02,0.0,0.0,0.0,0.02
PC,2004.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2016.0,Action,0.0,0.02,0.0,0.0,0.02
DS,2011.0,Platform,0.02,0.0,0.0,0.0,0.02
PSP,2006.0,Strategy,0.0,0.0,0.02,0.0,0.02
PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS,2002.0,Adventure,0.01,0.01,0.0,0.0,0.02
PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
DS,2009.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Platform,0.01,0.01,0.0,0.0,0.02
Wii,2010.0,Adventure,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Strategy,0.0,0.02,0.0,0.0,0.02
Wii,2009.0,Sports,0.02,0.0,0.0,0.0,0.02
DS,2011.0,Action,0.0,0.02,0.0,0.0,0.02
PS,1999.0,Action,0.01,0.01,0.0,0.0,0.02
X360,2010.0,Sports,0.0,0.02,0.0,0.0,0.02
DS,2007.0,Puzzle,0.0,0.01,0.0,0.0,0.02
PSV,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2011.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PSP,2006.0,Misc,0.0,0.0,0.02,0.0,0.02
3DS,2015.0,Misc,0.0,0.0,0.02,0.0,0.02
X,2003.0,Racing,0.02,0.0,0.0,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS3,2014.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2012.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PSP,2006.0,Misc,0.0,0.0,0.02,0.0,0.02
PSP,2014.0,Adventure,0.0,0.0,0.02,0.0,0.02
3DS,2011.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Simulation,0.0,0.0,0.02,0.0,0.02
PC,2011.0,Simulation,0.0,0.02,0.0,0.0,0.02
PSP,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS3,2013.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
X,2005.0,Racing,0.01,0.0,0.0,0.0,0.02
PS2,2007.0,Sports,0.0,0.0,0.02,0.0,0.02
GC,2002.0,Sports,0.02,0.0,0.0,0.0,0.02
PS2,2010.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
WiiU,2013.0,Fighting,0.0,0.0,0.02,0.0,0.02
PC,2007.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,0.02
3DS,2014.0,Action,0.01,0.01,0.0,0.0,0.02
GBA,2006.0,Action,0.01,0.01,0.0,0.0,0.02
PS2,2006.0,Simulation,0.0,0.0,0.02,0.0,0.02
DS,2009.0,Puzzle,0.02,0.0,0.0,0.0,0.02
PS2,2008.0,Sports,0.01,0.01,0.0,0.0,0.02
PS3,2011.0,Misc,0.0,0.02,0.0,0.0,0.02
PC,2006.0,Racing,0.0,0.02,0.0,0.0,0.02
PC,2006.0,Simulation,0.01,0.01,0.0,0.0,0.02
XOne,2015.0,Adventure,0.0,0.02,0.0,0.0,0.02
PS4,2016.0,Action,0.02,0.0,0.0,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2008.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Action,0.02,0.0,0.0,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
X,2005.0,Misc,0.01,0.0,0.0,0.0,0.02
PS2,2004.0,Platform,0.01,0.01,0.0,0.0,0.02
PS3,2016.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Simulation,0.0,0.02,0.0,0.0,0.02
DS,2008.0,Strategy,0.02,0.0,0.0,0.0,0.02
PS2,2008.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PSP,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Misc,0.02,0.0,0.0,0.0,0.02
PC,2013.0,Simulation,0.0,0.02,0.0,0.0,0.02
PSP,2009.0,Simulation,0.0,0.0,0.02,0.0,0.02
3DS,2015.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2007.0,Simulation,0.02,0.0,0.0,0.0,0.02
PS3,2013.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
DS,2007.0,Puzzle,0.02,0.0,0.0,0.0,0.02
DS,2009.0,Adventure,0.0,0.02,0.0,0.0,0.02
PC,2016.0,Simulation,0.0,0.02,0.0,0.0,0.02
Wii,2011.0,Action,0.02,0.0,0.0,0.0,0.02
PS2,2006.0,Action,0.0,0.0,0.02,0.0,0.02
PC,2014.0,Misc,0.0,0.02,0.0,0.0,0.02
PC,2012.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
GBA,2001.0,Role-Playing,0.01,0.01,0.0,0.0,0.02
PC,2012.0,Racing,0.0,0.02,0.0,0.0,0.02
DS,2009.0,Adventure,0.0,0.02,0.0,0.0,0.02
PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,0.02
X,2004.0,Fighting,0.01,0.0,0.0,0.0,0.02
PS3,2012.0,Adventure,0.0,0.0,0.02,0.0,0.02
Wii,2008.0,Sports,0.02,0.0,0.0,0.0,0.02
DS,2009.0,Action,0.0,0.02,0.0,0.0,0.02
PS3,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2008.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2007.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS2,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
3DS,2016.0,Action,0.0,0.0,0.02,0.0,0.02
PS3,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2006.0,Sports,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PS4,2015.0,Action,0.0,0.0,0.02,0.0,0.02
PS,1998.0,Sports,0.01,0.01,0.0,0.0,0.02
Wii,2009.0,Racing,0.0,0.0,0.02,0.0,0.02
PSP,2013.0,Fighting,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2009.0,Action,0.0,0.02,0.0,0.0,0.02
Wii,2006.0,Puzzle,0.01,0.0,0.0,0.0,0.02
3DO,1995.0,Simulation,0.0,0.0,0.02,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
Wii,2009.0,Puzzle,0.02,0.0,0.0,0.0,0.02
PC,2009.0,Shooter,0.02,0.0,0.0,0.0,0.02
Wii,2009.0,Shooter,0.02,0.0,0.0,0.0,0.02
PS3,2011.0,Action,0.02,0.0,0.0,0.0,0.02
PC,2012.0,Puzzle,0.0,0.02,0.0,0.0,0.02
PC,2007.0,Strategy,0.0,0.02,0.0,0.0,0.02
PC,2010.0,Role-Playing,0.01,0.01,0.0,0.0,0.02
PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
GBA,2002.0,Strategy,0.01,0.01,0.0,0.0,0.02
PC,2006.0,Sports,0.0,0.02,0.0,0.0,0.02
X,2005.0,Platform,0.01,0.0,0.0,0.0,0.02
PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2008.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
GC,2003.0,Racing,0.01,0.0,0.0,0.0,0.02
PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,0.02
X,2002.0,Sports,0.01,0.0,0.0,0.0,0.02
PC,2008.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2006.0,Simulation,0.0,0.01,0.0,0.0,0.02
PSP,2010.0,Misc,0.0,0.0,0.02,0.0,0.02
WiiU,2014.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2008.0,Simulation,0.02,0.0,0.0,0.0,0.02
PS,2000.0,Strategy,0.01,0.01,0.0,0.0,0.02
PC,2009.0,Adventure,0.0,0.02,0.0,0.0,0.02
PS2,2007.0,Fighting,0.0,0.0,0.02,0.0,0.02
X360,2011.0,Shooter,0.0,0.0,0.02,0.0,0.02
XOne,2015.0,Action,0.0,0.02,0.0,0.0,0.02
PC,2003.0,Shooter,0.0,0.02,0.0,0.0,0.02
PC,2011.0,Strategy,0.0,0.02,0.0,0.0,0.02
PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS,2000.0,Shooter,0.01,0.01,0.0,0.0,0.02
X360,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PSP,2009.0,Misc,0.0,0.0,0.02,0.0,0.02
PSP,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PS2,2009.0,Shooter,0.0,0.0,0.02,0.0,0.02
PS2,2007.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
X360,2016.0,Adventure,0.02,0.0,0.0,0.0,0.02
PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PS,1997.0,Puzzle,0.01,0.01,0.0,0.0,0.02
Wii,2010.0,Racing,0.01,0.01,0.0,0.0,0.02
PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,0.02
PS2,2006.0,Simulation,0.0,0.0,0.02,0.0,0.02
GC,2003.0,Action,0.01,0.0,0.0,0.0,0.02
GBA,2006.0,Misc,0.01,0.0,0.0,0.0,0.02
X360,2012.0,Adventure,0.0,0.02,0.0,0.0,0.02
X360,2011.0,Misc,0.01,0.01,0.0,0.0,0.02
PC,2005.0,Shooter,0.0,0.02,0.0,0.0,0.02
PSV,2016.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PC,2015.0,Misc,0.0,0.02,0.0,0.0,0.02
GBA,2006.0,Action,0.01,0.0,0.0,0.0,0.02
PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2013.0,Action,0.01,0.0,0.0,0.0,0.02
Wii,2010.0,Sports,0.02,0.0,0.0,0.0,0.02
PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,0.02
X,2006.0,Sports,0.01,0.0,0.0,0.0,0.02
PS3,2015.0,Action,0.0,0.0,0.02,0.0,0.02
X360,2012.0,Action,0.02,0.0,0.0,0.0,0.02
GBA,2006.0,Misc,0.01,0.0,0.0,0.0,0.02
X,2006.0,Shooter,0.01,0.0,0.0,0.0,0.02
TG16,1995.0,Shooter,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Action,0.0,0.02,0.0,0.0,0.02
PS2,2007.0,Action,0.0,0.0,0.02,0.0,0.02
GBA,2002.0,Action,0.01,0.0,0.0,0.0,0.02
PS2,2007.0,Simulation,0.0,0.0,0.02,0.0,0.02
PC,2015.0,Action,0.0,0.02,0.0,0.0,0.02
DS,2008.0,Racing,0.02,0.0,0.0,0.0,0.02
PS,1997.0,Action,0.01,0.01,0.0,0.0,0.02
PSP,2009.0,Strategy,0.0,0.01,0.0,0.01,0.02
PC,2005.0,Simulation,0.0,0.02,0.0,0.0,0.02
PSP,2007.0,Adventure,0.0,0.0,0.02,0.0,0.02
3DS,2012.0,Action,0.0,0.0,0.02,0.0,0.02
PSV,2014.0,Misc,0.0,0.0,0.02,0.0,0.02
DS,2006.0,Misc,0.0,0.0,0.02,0.0,0.02
PS2,2007.0,Simulation,0.0,0.0,0.02,0.0,0.02
X,2003.0,Adventure,0.01,0.0,0.0,0.0,0.02
PS3,2010.0,Action,0.01,0.0,0.0,0.0,0.02
DS,2009.0,Misc,0.02,0.0,0.0,0.0,0.02
PC,2006.0,Strategy,0.0,0.02,0.0,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSP,2007.0,Shooter,0.0,0.01,0.0,0.0,0.02
PC,2008.0,Sports,0.0,0.02,0.0,0.0,0.02
PS2,2007.0,Strategy,0.0,0.0,0.02,0.0,0.02
NG,1995.0,Sports,0.0,0.0,0.02,0.0,0.02
PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,0.02
PS4,2016.0,Action,0.0,0.0,0.02,0.0,0.02
3DS,2012.0,Action,0.0,0.0,0.02,0.0,0.02
DS,2006.0,Misc,0.0,0.0,0.02,0.0,0.02
PC,2011.0,Puzzle,0.0,0.02,0.0,0.0,0.02
Wii,2011.0,Role-Playing,0.0,0.0,0.02,0.0,0.02
PC,2008.0,Strategy,0.0,0.02,0.0,0.0,0.02
Wii,2010.0,Misc,0.0,0.01,0.0,0.0,0.02
PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,0.02
PSV,2015.0,Action,0.0,0.0,0.02,0.0,0.02
X360,2011.0,Misc,0.0,0.02,0.0,0.0,0.02
GBA,2004.0,Adventure,0.01,0.0,0.0,0.0,0.02
